address,label,vuln_type,filename,status,source,scam_type,contract_name,source_lines,amount_usd,fetched_at
0xC5d105E63711398aF9bbFF092d4B6769C82F793D,1,integer_overflow,contracts\vulnerable\0xc5d105e6_integer_overflow.sol,downloaded,etherscan,none,0xc5d105e6_integer_overflow,122.0,,2026-04-25 10:56:04
0x55f93985431Fc9304077687a35A1BA103dC1e081,1,integer_overflow,contracts\vulnerable\0x55f93985_integer_overflow.sol,downloaded,etherscan,none,0x55f93985_integer_overflow,122.0,,2026-04-25 10:56:04
0x27f706edde3aD952EF647Dd67E24e38CD0803DD6,1,integer_overflow,contracts\vulnerable\0x27f706ed_integer_overflow.sol,downloaded,etherscan,none,0x27f706ed_integer_overflow,122.0,,2026-04-25 10:56:04
0xF42c318dbfBaab0EEE040279C6a2588Fa01a961d,1,logic_error,contracts\vulnerable\0xf42c318d_logic_error.sol,downloaded,etherscan,none,0xf42c318d_logic_error,122.0,,2026-04-25 10:56:04
0x98f3c9e6E3fAce36bAAd05FE09d375Ef1464288B,1,bridge_hack,contracts\vulnerable\0x98f3c9e6_bridge_hack.sol,downloaded,etherscan,none,0x98f3c9e6_bridge_hack,122.0,,2026-04-25 10:56:04
0x5D94309E5a0090b165FA4181519701637B6DAEBA,1,bridge_hack,contracts\vulnerable\0x5d94309e_bridge_hack.sol,downloaded,etherscan,none,0x5d94309e_bridge_hack,122.0,,2026-04-25 10:56:04
0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0,safe,contracts\safe\0x7a250d56_safe.sol,downloaded,etherscan,none,0x7a250d56_safe,122.0,,2026-04-25 10:56:04
0x5C69bEe701ef814a2B6a3EDD4B1652CB9cc5aA6f,0,safe,contracts\safe\0x5c69bee7_safe.sol,downloaded,etherscan,none,0x5c69bee7_safe,122.0,,2026-04-25 10:56:04
0x7d2768dE32b0b80b7a3454c06BdAc94A69DDc7A9,0,safe,contracts\safe\0x7d2768de_safe.sol,downloaded,etherscan,none,0x7d2768de_safe,122.0,,2026-04-25 10:56:04
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,safe,contracts\safe\0xa0b86991_safe.sol,downloaded,etherscan,none,0xa0b86991_safe,122.0,,2026-04-25 10:56:04
0x6B175474E89094C44Da98b954EedeAC495271d0F,0,safe,contracts\safe\0x6b175474_safe.sol,downloaded,etherscan,none,0x6b175474_safe,122.0,,2026-04-25 10:56:04
0x4Ddc2D193948926D02f9B1fE9e1daa0718270ED5,0,safe,contracts\safe\0x4ddc2d19_safe.sol,downloaded,etherscan,none,0x4ddc2d19_safe,122.0,,2026-04-25 10:56:04
0x5f4eC3Df9cbd43714FE2740f5E3616155c5b8419,0,safe,contracts\safe\0x5f4ec3df_safe.sol,downloaded,etherscan,none,0x5f4ec3df_safe,122.0,,2026-04-25 10:56:04
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,safe,contracts\safe\0xc02aaa39_safe.sol,downloaded,etherscan,none,0xc02aaa39_safe,122.0,,2026-04-25 10:56:04
0xE592427A0AEce92De3Edee1F18E0157C05861564,0,safe,contracts\safe\0xe592427a_safe.sol,downloaded,etherscan,none,0xe592427a_safe,122.0,,2026-04-25 10:56:04
0xbEbc44782C7dB0a1A60Cb6fe97d0b483032FF1C7,0,safe,contracts\safe\0xbebc4478_safe.sol,downloaded,etherscan,none,0xbebc4478_safe,122.0,,2026-04-25 10:56:04
0x1F98431c8aD98523631AE4a59f267346ea31F984,0,safe,contracts\safe\0x1f98431c_safe.sol,downloaded,etherscan,none,0x1f98431c_safe,122.0,,2026-04-25 10:56:04
0xBA12222222228d8Ba445958a75a0704d566BF2C8,0,safe,contracts\safe\0xba122222_safe.sol,downloaded,etherscan,none,0xba122222_safe,122.0,,2026-04-25 10:56:04
0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,0,safe,contracts\safe\0xd9e1ce17_safe.sol,downloaded,etherscan,none,0xd9e1ce17_safe,122.0,,2026-04-25 10:56:04
0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,0,safe,contracts\safe\0xae7ab965_safe.sol,downloaded,etherscan,none,0xae7ab965_safe,122.0,,2026-04-25 10:56:04
0x00000000219ab540356cBB839Cbe05303d7705Fa,0,safe,contracts\safe\0x00000000_safe.sol,downloaded,etherscan,none,0x00000000_safe,122.0,,2026-04-25 10:56:04
0x010fde5a38a0e5bf4de834322467bda94d02703d,1,access_control,contracts\vulnerable\sb_access_c_FibonacciBalance.sol,downloaded,smartbugs_curated,none,sb_access_c_FibonacciBalance,122.0,,2026-04-25 10:56:04
0xb36cf1356b4c0bc1fa78c3fae8bfc4cf179e50d2,1,access_control,contracts\vulnerable\sb_access_c_arbitrary_location_write_simple.sol,downloaded,smartbugs_curated,none,sb_access_c_arbitrary_location_write_simple,122.0,,2026-04-25 10:56:04
0x3182881602c52609877cd01fcd77b87cda9cf602,1,access_control,contracts\vulnerable\sb_access_c_incorrect_constructor_name1.sol,downloaded,smartbugs_curated,none,sb_access_c_incorrect_constructor_name1,122.0,,2026-04-25 10:56:04
0x05bc0fcb571d34b352fc03eb9a7911603c04fce3,1,access_control,contracts\vulnerable\sb_access_c_incorrect_constructor_name2.sol,downloaded,smartbugs_curated,none,sb_access_c_incorrect_constructor_name2,122.0,,2026-04-25 10:56:04
0x0b6ec65d1f98ece9ef8c8c4ec0e6091935cd47ff,1,access_control,contracts\vulnerable\sb_access_c_incorrect_constructor_name3.sol,downloaded,smartbugs_curated,none,sb_access_c_incorrect_constructor_name3,122.0,,2026-04-25 10:56:04
0xb65f03621a8e8a8ab5075deb34cd3cb9c66eaf9e,1,access_control,contracts\vulnerable\sb_access_c_mapping_write.sol,downloaded,smartbugs_curated,none,sb_access_c_mapping_write,122.0,,2026-04-25 10:56:04
0x8a05a8eb9a4179e94bdcd26326323aea40b7c1de,1,access_control,contracts\vulnerable\sb_access_c_multiowned_vulnerable.sol,downloaded,smartbugs_curated,none,sb_access_c_multiowned_vulnerable,122.0,,2026-04-25 10:56:04
0x49fb83bd446034f7cb6fccd9379129fad3984701,1,access_control,contracts\vulnerable\sb_access_c_mycontract.sol,downloaded,smartbugs_curated,none,sb_access_c_mycontract,122.0,,2026-04-25 10:56:04
0xbb21cb52943149e50e8f668ae6ee4e1f3d1b82be,1,access_control,contracts\vulnerable\sb_access_c_parity_wallet_bug_1.sol,downloaded,smartbugs_curated,none,sb_access_c_parity_wallet_bug_1,122.0,,2026-04-25 10:56:04
0x553b1d0a24930b293e21d9894ca81183c50e256a,1,access_control,contracts\vulnerable\sb_access_c_parity_wallet_bug_2.sol,downloaded,smartbugs_curated,none,sb_access_c_parity_wallet_bug_2,122.0,,2026-04-25 10:56:04
0x1c72fc18281bd6e59dadf9c9bf479fcb74b7ec74,1,access_control,contracts\vulnerable\sb_access_c_phishable.sol,downloaded,smartbugs_curated,none,sb_access_c_phishable,122.0,,2026-04-25 10:56:04
0xe62d0631de2794a99ebe144912e267352db09a7a,1,access_control,contracts\vulnerable\sb_access_c_proxy.sol,downloaded,smartbugs_curated,none,sb_access_c_proxy,122.0,,2026-04-25 10:56:04
0x12c040507587fbbe2f539788d4332d88b0892679,1,access_control,contracts\vulnerable\sb_access_c_rubixi.sol,downloaded,smartbugs_curated,none,sb_access_c_rubixi,122.0,,2026-04-25 10:56:04
0x98bbf0719d87031a3a7f49d09e1bfcaba355a747,1,access_control,contracts\vulnerable\sb_access_c_simple_suicide.sol,downloaded,smartbugs_curated,none,sb_access_c_simple_suicide,122.0,,2026-04-25 10:56:04
0x2eb6a603b073afe853ebdfd63c5da50d6aa81c04,1,access_control,contracts\vulnerable\sb_access_c_unprotected0.sol,downloaded,smartbugs_curated,none,sb_access_c_unprotected0,122.0,,2026-04-25 10:56:04
0xdf5cd08d34ad2e51b4740a2c099293a55f513828,1,access_control,contracts\vulnerable\sb_access_c_wallet_02_refund_nosub.sol,downloaded,smartbugs_curated,none,sb_access_c_wallet_02_refund_nosub,122.0,,2026-04-25 10:56:04
0x49095dd3a7a0c933f0d3956f9e8262a43c723775,1,access_control,contracts\vulnerable\sb_access_c_wallet_03_wrong_constructor.sol,downloaded,smartbugs_curated,none,sb_access_c_wallet_03_wrong_constructor,122.0,,2026-04-25 10:56:04
0xdcdc636c0ef729c03c40743d22e9e63482c922ed,1,access_control,contracts\vulnerable\sb_access_c_wallet_04_confused_sign.sol,downloaded,smartbugs_curated,none,sb_access_c_wallet_04_confused_sign,122.0,,2026-04-25 10:56:04
0xb9e5288688c654225e2d8563428d78ad9ffa0af8,1,integer_overflow,contracts\vulnerable\sb_arithmet_BECToken.sol,downloaded,smartbugs_curated,none,sb_arithmet_BECToken,122.0,,2026-04-25 10:56:04
0x9d87a2fc9c6a013292ec372d37762d581a82b66a,1,integer_overflow,contracts\vulnerable\sb_arithmet_insecure_transfer.sol,downloaded,smartbugs_curated,none,sb_arithmet_insecure_transfer,122.0,,2026-04-25 10:56:04
0x8b5dcd782d335cc6bd0ab21de484fa265c3f91f4,1,integer_overflow,contracts\vulnerable\sb_arithmet_integer_overflow_1.sol,downloaded,smartbugs_curated,none,sb_arithmet_integer_overflow_1,122.0,,2026-04-25 10:56:04
0x09286ff6ca5cb407feab1464e04a6176fd530e9d,1,integer_overflow,contracts\vulnerable\sb_arithmet_integer_overflow_add.sol,downloaded,smartbugs_curated,none,sb_arithmet_integer_overflow_add,122.0,,2026-04-25 10:56:04
0xe787089e75c290170d9ff7098b1cdab5418ca097,1,integer_overflow,contracts\vulnerable\sb_arithmet_integer_overflow_benign_1.sol,downloaded,smartbugs_curated,none,sb_arithmet_integer_overflow_benign_1,122.0,,2026-04-25 10:56:04
0x42b80c35736ed0a255c67bf61ab77a788713b9c6,1,integer_overflow,contracts\vulnerable\sb_arithmet_integer_overflow_mapping_sym_1.sol,downloaded,smartbugs_curated,none,sb_arithmet_integer_overflow_mapping_sym_1,122.0,,2026-04-25 10:56:04
0xf54b1112f4c5e312ee0ea28919738d6a16c2c538,1,integer_overflow,contracts\vulnerable\sb_arithmet_integer_overflow_minimal.sol,downloaded,smartbugs_curated,none,sb_arithmet_integer_overflow_minimal,122.0,,2026-04-25 10:56:04
0xbb2620769bf3dd64f424e1b7e753991addae4c8c,1,integer_overflow,contracts\vulnerable\sb_arithmet_integer_overflow_mul.sol,downloaded,smartbugs_curated,none,sb_arithmet_integer_overflow_mul,122.0,,2026-04-25 10:56:04
0x0c6a225821cbf82b5bc4532fceb6550ae20fb6eb,1,integer_overflow,contracts\vulnerable\sb_arithmet_integer_overflow_multitx_multifunc_feasible.sol,downloaded,smartbugs_curated,none,sb_arithmet_integer_overflow_multitx_multifunc_feasible,122.0,,2026-04-25 10:56:04
0xd1e833ae2bcac3ae2e232e18de52cd610664743e,1,integer_overflow,contracts\vulnerable\sb_arithmet_integer_overflow_multitx_onefunc_feasible.sol,downloaded,smartbugs_curated,none,sb_arithmet_integer_overflow_multitx_onefunc_feasible,122.0,,2026-04-25 10:56:04
0x4c47ab7964160d7e5e507345a8a29f201eefa4b8,1,integer_overflow,contracts\vulnerable\sb_arithmet_overflow_simple_add.sol,downloaded,smartbugs_curated,none,sb_arithmet_overflow_simple_add,122.0,,2026-04-25 10:56:04
0x9955490b0c894db72b44977f72758d8267715cda,1,integer_overflow,contracts\vulnerable\sb_arithmet_overflow_single_tx.sol,downloaded,smartbugs_curated,none,sb_arithmet_overflow_single_tx,122.0,,2026-04-25 10:56:04
0x6d6fe463e10df6bf3b89e97f43215b78f38abada,1,integer_overflow,contracts\vulnerable\sb_arithmet_timelock.sol,downloaded,smartbugs_curated,none,sb_arithmet_timelock,122.0,,2026-04-25 10:56:04
0x877b63a1bf253b9bce64bc06b896b0106928d341,1,integer_overflow,contracts\vulnerable\sb_arithmet_token.sol,downloaded,smartbugs_curated,none,sb_arithmet_token,122.0,,2026-04-25 10:56:04
0xcfb54d3b455631fbb0ee7080c3b89838878ea203,1,integer_overflow,contracts\vulnerable\sb_arithmet_tokensalechallenge.sol,downloaded,smartbugs_curated,none,sb_arithmet_tokensalechallenge,122.0,,2026-04-25 10:56:04
0xd608be4b5eff15e909f5f299f560a8d982c8515d,1,logic_error,contracts\vulnerable\sb_bad_rand_blackjack.sol,downloaded,smartbugs_curated,none,sb_bad_rand_blackjack,122.0,,2026-04-25 10:56:04
0xbe571457dda38faddf8a20e230ec80a25016bdd3,1,logic_error,contracts\vulnerable\sb_bad_rand_etheraffle.sol,downloaded,smartbugs_curated,none,sb_bad_rand_etheraffle,122.0,,2026-04-25 10:56:04
0x57b4ba05b48520d9afcc6221554e183c323b1383,1,logic_error,contracts\vulnerable\sb_bad_rand_guess_the_random_number.sol,downloaded,smartbugs_curated,none,sb_bad_rand_guess_the_random_number,122.0,,2026-04-25 10:56:04
0xbff06d71ab43e15aaa90ec59aa11fa48b418a2e7,1,logic_error,contracts\vulnerable\sb_bad_rand_lottery.sol,downloaded,smartbugs_curated,none,sb_bad_rand_lottery,122.0,,2026-04-25 10:56:04
0x87cbc54d647097fa8767d6d0438c45c8bcf60074,1,logic_error,contracts\vulnerable\sb_bad_rand_lucky_doubler.sol,downloaded,smartbugs_curated,none,sb_bad_rand_lucky_doubler,122.0,,2026-04-25 10:56:04
0x2f8e370612166ed62afb586e342fd87b7aa47793,1,logic_error,contracts\vulnerable\sb_bad_rand_old_blockhash.sol,downloaded,smartbugs_curated,none,sb_bad_rand_old_blockhash,122.0,,2026-04-25 10:56:04
0x63502f02f5b2699e313c9911496ccf4e64952f8f,1,logic_error,contracts\vulnerable\sb_bad_rand_random_number_generator.sol,downloaded,smartbugs_curated,none,sb_bad_rand_random_number_generator,122.0,,2026-04-25 10:56:04
0xde8f5c85d53e2f2a9a5c84f680178b2c3cb6e7b9,1,logic_error,contracts\vulnerable\sb_bad_rand_smart_billions.sol,downloaded,smartbugs_curated,none,sb_bad_rand_smart_billions,122.0,,2026-04-25 10:56:04
0x81ebd17f387d3ab877c795430aa475694bff7026,1,logic_error,contracts\vulnerable\sb_denial_o_auction.sol,downloaded,smartbugs_curated,none,sb_denial_o_auction,122.0,,2026-04-25 10:56:04
0x6ac704f8daf63056167e2ef4a2e821ce99870d0f,1,logic_error,contracts\vulnerable\sb_denial_o_dos_address.sol,downloaded,smartbugs_curated,none,sb_denial_o_dos_address,122.0,,2026-04-25 10:56:04
0xdf32c219f6db858b22c7b9ae9515ffd918a07a26,1,logic_error,contracts\vulnerable\sb_denial_o_dos_number.sol,downloaded,smartbugs_curated,none,sb_denial_o_dos_number,122.0,,2026-04-25 10:56:04
0x2ec932e74f3ce3cc2a7f000d22418fad3e031965,1,logic_error,contracts\vulnerable\sb_denial_o_dos_simple.sol,downloaded,smartbugs_curated,none,sb_denial_o_dos_simple,122.0,,2026-04-25 10:56:04
0x0d7686f5d7acf983669f215824a21197b4fd343b,1,logic_error,contracts\vulnerable\sb_denial_o_list_dos.sol,downloaded,smartbugs_curated,none,sb_denial_o_list_dos,122.0,,2026-04-25 10:56:04
0xa9e9e970986924dce11a3e0fa7866400271f54f2,1,logic_error,contracts\vulnerable\sb_denial_o_send_loop.sol,downloaded,smartbugs_curated,none,sb_denial_o_send_loop,122.0,,2026-04-25 10:56:04
0x336d9f5080056e7c821c5e2ad890e1390fffa758,1,logic_error,contracts\vulnerable\sb_front_ru_ERC20.sol,downloaded,smartbugs_curated,none,sb_front_ru_ERC20,122.0,,2026-04-25 10:56:04
0x5085fc2b4638e581f247d75a8417a1db92328d2c,1,logic_error,contracts\vulnerable\sb_front_ru_FindThisHash.sol,downloaded,smartbugs_curated,none,sb_front_ru_FindThisHash,122.0,,2026-04-25 10:56:04
0x3efba6dcfd417c51ebf17528c7b9bcbd46a2877a,1,logic_error,contracts\vulnerable\sb_front_ru_eth_tx_order_dependence_minimal.sol,downloaded,smartbugs_curated,none,sb_front_ru_eth_tx_order_dependence_minimal,122.0,,2026-04-25 10:56:04
0x75a893160f9b7aa336a682b09625ae2b6aae240a,1,logic_error,contracts\vulnerable\sb_front_ru_odds_and_evens.sol,downloaded,smartbugs_curated,none,sb_front_ru_odds_and_evens,122.0,,2026-04-25 10:56:04
0x20fb0292bbb32903501ac68560a118142b4c0c58,1,unknown,contracts\vulnerable\sb_other_crypto_roulette.sol,downloaded,smartbugs_curated,none,sb_other_crypto_roulette,122.0,,2026-04-25 10:56:04
0xbf0bd0e4c0b89e3f0e66e4011836ad9d4fd81108,1,unknown,contracts\vulnerable\sb_other_name_registrar.sol,downloaded,smartbugs_curated,none,sb_other_name_registrar,122.0,,2026-04-25 10:56:04
0xa957b1876b302acefca58cf7d8c2c174a5b5b3bd,1,unknown,contracts\vulnerable\sb_other_open_address_lottery.sol,downloaded,smartbugs_curated,none,sb_other_open_address_lottery,122.0,,2026-04-25 10:56:04
0xd8d4d168fccff631020077e6d91c16eaadba4ba8,1,reentrancy,contracts\vulnerable\sb_reentran_0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,downloaded,smartbugs_curated,none,sb_reentran_0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,122.0,,2026-04-25 10:56:04
0x507271f96187cf1f7981daa9aab306b420c15485,1,reentrancy,contracts\vulnerable\sb_reentran_0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,downloaded,smartbugs_curated,none,sb_reentran_0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,122.0,,2026-04-25 10:56:04
0xc5fc1ea412b68c4cc92432d71011dd3f36d1f631,1,reentrancy,contracts\vulnerable\sb_reentran_0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,downloaded,smartbugs_curated,none,sb_reentran_0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1,122.0,,2026-04-25 10:56:04
0x306ab8c44f1128e2c8809df69791af30f1caed21,1,reentrancy,contracts\vulnerable\sb_reentran_0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,downloaded,smartbugs_curated,none,sb_reentran_0x4e73b32ed6c35f570686b89848e5f39f20ecc106,122.0,,2026-04-25 10:56:04
0xc1a96c31efaeccbd895e772dfedee1b7f9a6885e,1,reentrancy,contracts\vulnerable\sb_reentran_0x561eac93c92360949ab1f1403323e6db345cbf31.sol,downloaded,smartbugs_curated,none,sb_reentran_0x561eac93c92360949ab1f1403323e6db345cbf31,122.0,,2026-04-25 10:56:04
0x9edb9c1e309267d275477e136a9e8d5729e074d0,1,reentrancy,contracts\vulnerable\sb_reentran_0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,downloaded,smartbugs_curated,none,sb_reentran_0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,122.0,,2026-04-25 10:56:04
0x3869f39ae8da05e611e0b6709b06bf33d86233cd,1,reentrancy,contracts\vulnerable\sb_reentran_0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,downloaded,smartbugs_curated,none,sb_reentran_0x7541b76cb60f4c60af330c208b0623b7f54bf615,122.0,,2026-04-25 10:56:04
0xf6a06c84ff716776dc707f369d68e113d20e6e02,1,reentrancy,contracts\vulnerable\sb_reentran_0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,downloaded,smartbugs_curated,none,sb_reentran_0x7a8721a9d64c74da899424c1b52acbf58ddc9782,122.0,,2026-04-25 10:56:04
0x8a1d769847bc22ac111cc74e8c49a229d7f1de2b,1,reentrancy,contracts\vulnerable\sb_reentran_0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,downloaded,smartbugs_curated,none,sb_reentran_0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3,122.0,,2026-04-25 10:56:04
0xc719eefae855c78753633d30667e22380d893ce8,1,reentrancy,contracts\vulnerable\sb_reentran_0x8c7777c45481dba411450c228cb692ac3d550344.sol,downloaded,smartbugs_curated,none,sb_reentran_0x8c7777c45481dba411450c228cb692ac3d550344,122.0,,2026-04-25 10:56:04
0x75d5db8ab0f03edfd7f5e19073568ec59cadc208,1,reentrancy,contracts\vulnerable\sb_reentran_0x93c32845fae42c83a70e5f06214c8433665c2ab5.sol,downloaded,smartbugs_curated,none,sb_reentran_0x93c32845fae42c83a70e5f06214c8433665c2ab5,122.0,,2026-04-25 10:56:04
0x41620fd25d3782f4bb98f381e770adede1f379de,1,reentrancy,contracts\vulnerable\sb_reentran_0x941d225236464a25eb18076df7da6a91d0f95e9e.sol,downloaded,smartbugs_curated,none,sb_reentran_0x941d225236464a25eb18076df7da6a91d0f95e9e,122.0,,2026-04-25 10:56:04
0x0afb4047f19cd33dd9fd5979e19a9cac2f93ced0,1,reentrancy,contracts\vulnerable\sb_reentran_0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b.sol,downloaded,smartbugs_curated,none,sb_reentran_0x96edbe868531bd23a6c05e9d0c424ea64fb1b78b,122.0,,2026-04-25 10:56:04
0x625fbc0572a772225a50593251684518409faad5,1,reentrancy,contracts\vulnerable\sb_reentran_0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8.sol,downloaded,smartbugs_curated,none,sb_reentran_0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8,122.0,,2026-04-25 10:56:04
0xd8d4ba5dbc4396bcada5bc07c8b71e49880154d0,1,reentrancy,contracts\vulnerable\sb_reentran_0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12.sol,downloaded,smartbugs_curated,none,sb_reentran_0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,122.0,,2026-04-25 10:56:04
0xf82edfa49f34bbcb4d352f0e7652a0b85f2492fd,1,reentrancy,contracts\vulnerable\sb_reentran_0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e.sol,downloaded,smartbugs_curated,none,sb_reentran_0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,122.0,,2026-04-25 10:56:04
0xa5aa6ad9d1c39f627a7ef8663ba1d6c09154291b,1,reentrancy,contracts\vulnerable\sb_reentran_0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f.sol,downloaded,smartbugs_curated,none,sb_reentran_0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,122.0,,2026-04-25 10:56:04
0x4b32127eb64f050a47a05c1f4b9a51b4b39d31cc,1,reentrancy,contracts\vulnerable\sb_reentran_0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888.sol,downloaded,smartbugs_curated,none,sb_reentran_0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,122.0,,2026-04-25 10:56:04
0xd9d0f126e1067597dd509099f214e91b0d2d1a17,1,reentrancy,contracts\vulnerable\sb_reentran_0xcead721ef5b11f1a7b530171aab69b16c5e66b6e.sol,downloaded,smartbugs_curated,none,sb_reentran_0xcead721ef5b11f1a7b530171aab69b16c5e66b6e,122.0,,2026-04-25 10:56:04
0x8c34205feaa9a8e0836816628f3cf728c139c06b,1,reentrancy,contracts\vulnerable\sb_reentran_0xf015c35649c82f5467c9c74b7f28ee67665aad68.sol,downloaded,smartbugs_curated,none,sb_reentran_0xf015c35649c82f5467c9c74b7f28ee67665aad68,122.0,,2026-04-25 10:56:04
0x99a864316781e8f62f789c41e298392f6640243e,1,reentrancy,contracts\vulnerable\sb_reentran_etherbank.sol,downloaded,smartbugs_curated,none,sb_reentran_etherbank,122.0,,2026-04-25 10:56:04
0x00b3b75bea4156351f6295b2e29cd0d84062e28c,1,reentrancy,contracts\vulnerable\sb_reentran_etherstore.sol,downloaded,smartbugs_curated,none,sb_reentran_etherstore,122.0,,2026-04-25 10:56:04
0x3fab198ff2dc2abe1b3690f6044c8fb1b0594a88,1,reentrancy,contracts\vulnerable\sb_reentran_modifier_reentrancy.sol,downloaded,smartbugs_curated,none,sb_reentran_modifier_reentrancy,122.0,,2026-04-25 10:56:04
0x43436b759a418b12fa7b0cde6383ad52e83dd38b,1,reentrancy,contracts\vulnerable\sb_reentran_reentrance.sol,downloaded,smartbugs_curated,none,sb_reentran_reentrance,122.0,,2026-04-25 10:56:04
0x0241a14b94068fb7bef8bc06b406ca1b3c45e70a,1,reentrancy,contracts\vulnerable\sb_reentran_reentrancy_bonus.sol,downloaded,smartbugs_curated,none,sb_reentran_reentrancy_bonus,122.0,,2026-04-25 10:56:04
0xd46cd666cdf15529589a7e093d14332c99696e41,1,reentrancy,contracts\vulnerable\sb_reentran_reentrancy_cross_function.sol,downloaded,smartbugs_curated,none,sb_reentran_reentrancy_cross_function,122.0,,2026-04-25 10:56:04
0x84d078ed58c24474e700357c5edf4ea8d6fc4dc0,1,reentrancy,contracts\vulnerable\sb_reentran_reentrancy_dao.sol,downloaded,smartbugs_curated,none,sb_reentran_reentrancy_dao,122.0,,2026-04-25 10:56:04
0x8454b9e14113ee34142a8b986e66c9891f3937a9,1,reentrancy,contracts\vulnerable\sb_reentran_reentrancy_insecure.sol,downloaded,smartbugs_curated,none,sb_reentran_reentrancy_insecure,122.0,,2026-04-25 10:56:04
0x04b0c4d0684c4681f6715a7b8f361e04c9d95670,1,reentrancy,contracts\vulnerable\sb_reentran_reentrancy_simple.sol,downloaded,smartbugs_curated,none,sb_reentran_reentrancy_simple,122.0,,2026-04-25 10:56:04
