source,title,url,date,summary,keyword_matched,scraped_at
CoinTelegraph,Solv Protocol offers 10% bounty after $2.7M vault exploit,https://cointelegraph.com/news/hacker-steals-nearly-3-million-from-solv-protocol?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound,2026-03-06,"Crypto security researchers say the hacker exploited a bug allowing them to mint tokens, before swapping the freely-gained tokens for another tied to Bitcoin.",exploit,2026-03-06 13:42:25
Decrypt.co,FATF Flags Peer-to-Peer Stablecoin Transfers as Top Money Laundering Risk,https://decrypt.co/360087/fatf-flags-peer-to-peer-stablecoin-transfers-as-top-money-laundering-risk,2026-03-05,The Financial Action Task Force wants issuers to embed freeze and deny-list controls directly into smart contracts.,smart contract,2026-03-06 13:42:31
Decrypt.co,"Apple iPhone Hacking Kit Used By Spies, Crypto Scams Could Have US Intelligence Origins",https://decrypt.co/359927/apple-iphone-hacking-kit-used-by-spies-crypto-scams-could-have-us-intelligence-origins,2026-03-04,Researchers said a sophisticated exploit kit with 23 iOS vulnerabilities is being used by espionage and cybercrime campaigns.,exploit,2026-03-06 13:42:31
Google News,"Alarming Breach: Yearn.finance V1 Hacked Again, Losing $300K in Latest Exploit - CryptoRank",https://news.google.com/rss/articles/CBMidkFVX3lxTE1BeHJUZFNsMzZLTHJDWW54bFd1WlNWRHhRWmZ4VTBPVHpyLXVqcjVhd0dnWDNGczFjLTFLenJRQTY0VzNPQUZrc2tMM0Vwb05XQ2lzZllCZGFlb1hmS25VcTB5bXU3VnhkU2VZVWFrbWxLWUN2dHc?oc=5,2025-12-17,"Alarming Breach: Yearn.finance V1 Hacked Again, Losing $300K in Latest Exploit &nbsp;&nbsp; CryptoRank",exploit,2026-03-06 13:42:38
Google News,Smart Contract Vulnerabilities and Exploitation Patterns: Lessons from Real-World Blockchain Breaches - Blockchain Council,https://news.google.com/rss/articles/CBMiigFBVV95cUxOS2YxWEtqa1pGUUNSc3ZtdzJfZy1VNnFWSnRvcTNHdHhvdnp1RkJZLTdsaTI5aFA4REFIMENaaUVIV0R0eTlzWlpIcFgxYWdnOFhmNVFoXzE0OUItMEwyTVRjN1VBUGZLUGEzZEROc1J1RllTVmFxcHFzMHpBVlFLSFJHSXNPMFhpUUE?oc=5,2025-12-17,Smart Contract Vulnerabilities and Exploitation Patterns: Lessons from Real-World Blockchain Breaches &nbsp;&nbsp; Blockchain Council,smart contract,2026-03-06 13:42:41
Google News,Yearn Finance hit by fourth exploit as attacker drains legacy v1 vault - Bitget,https://news.google.com/rss/articles/CBMiXkFVX3lxTFBPYUh2ems5VGtTUDQxc01uVkhxSGZMRmpmNm1yQWxMbHlxalV6QUlhWlVTNnZlVkpabmtmVnFKM0h1TllGU3RwWTNVMFFPazFTejJtYnZTOC1NTnRGU2fSAWNBVV95cUxPMWpwUUZ4M09aeGhGN3UyNzBvblgwNTV3NUpaeXlIM0Y0UFA5LVNKLU5seS1FTUY4NlVzVUVtSDd0dlJ0WWJpRDE0azE1RUhRcmh1bEVpR3EzVTZ0NEozRl8zSXc?oc=5,2025-12-17,Yearn Finance hit by fourth exploit as attacker drains legacy v1 vault &nbsp;&nbsp; Bitget,exploit,2026-03-06 13:42:49
Google News,Exposed: How 0G Tokens Were Stolen in a 520K Exploit While User Funds Stayed Safe - CryptoRank,https://news.google.com/rss/articles/CBMifEFVX3lxTE43X1RaVjVPWEk3d1JNUVpVOE5XNFk0YmdiSERERFJIb1dYV0pzT0lVVFJlalNnTjN6c096Sm9lYTQyckNOYm12dWZncGZFQUp3SF9fTDZ4WTd4eHc0RTUzdUdmYnlldTYzX013SjR2WlIzLVRRS19XNmZ5MWU?oc=5,2025-12-13,Exposed: How 0G Tokens Were Stolen in a 520K Exploit While User Funds Stayed Safe &nbsp;&nbsp; CryptoRank,exploit,2026-03-06 13:42:41
Google News,Malware in Crypto Smart Contracts 2026: Critical Mistakes to Avoid - CoinLaw,https://news.google.com/rss/articles/CBMiY0FVX3lxTE14YjlId3pLUm12dlliNUNNQjlTWW5rSFVvZDI1MEkxd2ZhZHZDb296bGp5aFpPR2txQi1ueHU1QTRkMHdXSzRNb1pkOGFCZzU3N09fenptc0I1SmVLeVNiMzdhNA?oc=5,2025-12-12,Malware in Crypto Smart Contracts 2026: Critical Mistakes to Avoid &nbsp;&nbsp; CoinLaw,smart contract,2026-03-06 13:42:43
Google News,North Korea-linked Actors Exploit React2Shell to Deploy New EtherRAT Malware - The Hacker News,https://news.google.com/rss/articles/CBMifEFVX3lxTFA3ZktYMFpvOXV2Zm1GTVYwTlFwcTBtNl83d3ZDSl9uUjY1UGJsdEk5N2dPT3ZuZnR5b3lUM0g0Q0xKUGZha1V6VDFwaVRBWWFSMncybVFZNWozS2RnNVhacFpiQUJVNVBRLWFyZXd1RTRRWVoxT3ZCYlFTUXA?oc=5,2025-12-09,North Korea-linked Actors Exploit React2Shell to Deploy New EtherRAT Malware &nbsp;&nbsp; The Hacker News,exploit,2026-03-06 13:42:41
Google News,AI Is Getting Better at Hacking Crypto’s Smart Contracts - Gizmodo,https://news.google.com/rss/articles/CBMijwFBVV95cUxQM1FPamRLM2NmS0hUOXNrM3VpUXEyYkNMM1ZmVWdzaUMxU2FZbmp2UW1qUTF3Mk1IWjRtMnZtdHBOZ1FPMDVPV25FMElrbkZyZ2t6dDFGV2pkZ3ZVTHpvVXZTYk1iLWlfeEpQMGhqYUtKazVPYk9sRFFjdzFSX25JWnB1bDg5S3RlVEhPTGlTbw?oc=5,2025-12-05,AI Is Getting Better at Hacking Crypto’s Smart Contracts &nbsp;&nbsp; Gizmodo,smart contract,2026-03-06 13:42:38
Google News,AI agents spend just $1.22 to shatter smart contract security exposing a terrifying economic reality - CryptoSlate,https://news.google.com/rss/articles/CBMibkFVX3lxTFBxN0xrVFFxY1Ayd3FFTWVBVDNmNE16bTBTNklaaXBqWTdLNkFodWhXWVZtamI1dlg1WXR2OWpVWXZCM0FCMzlEbEVfdHZnLWZZUlMyRDRhWm1ISHU1TDR2WU1WRWwwR0pCbnF3NUhn?oc=5,2025-12-03,AI agents spend just $1.22 to shatter smart contract security exposing a terrifying economic reality &nbsp;&nbsp; CryptoSlate,smart contract,2026-03-06 13:42:41
Google News,Anthropic study shows leading AI models racking up millions in simulated smart contract exploits - the-decoder.com,https://news.google.com/rss/articles/CBMivgFBVV95cUxOSDlEanVyZENuU25maGJab1ZXSmI1RTgwbGkwWmhISjVOWm1RQkI1NWo1Uy1lSDJxeVR0bVVzMGtacVV6bTlyN2ltX2pwLXBTLWtBMWhUQjNvejRPSGRWeTg0ZU12aXlVaXpTaHk4d3ZNNTJudlNwRHBhZ2x3VWJEMEZKYW83UUZVendlUVU2RHZmVThkc0dVajF3TmR6QmNkam50NGN4cy1XcWlBTmNhNmhCZ1FmZFEyTzdtb01B?oc=5,2025-12-03,Anthropic study shows leading AI models racking up millions in simulated smart contract exploits &nbsp;&nbsp; the-decoder.com,smart contract,2026-03-06 13:42:41
Google News,Anthropic: AI Can Hack Smart Contracts After Finding $4.6M - Cryptonews,https://news.google.com/rss/articles/CBMilwFBVV95cUxQSkxHUExrTU45ZW1lNTJYNWgzT0hJU1dHUlplQ3JTbzVrbXpERzF6UEpfQmM1bnhvSVZ0TTVTRjNuVS1BbFZQZHA5dFhBcWVXcFhIQUF4ZWlWRldMcGM5Z0diNUJIWVpieU5kV1RpSVY0MUJHUW9SeUNWREFBSWdIa1BNeTNVdUdqd01keFkwbERVY2FwMFFJ?oc=5,2025-12-02,Anthropic: AI Can Hack Smart Contracts After Finding $4.6M &nbsp;&nbsp; Cryptonews,smart contract,2026-03-06 13:42:38
Google News,"AI agents pose immediate threat to smart contract security, Anthropic says - The Block",https://news.google.com/rss/articles/CBMieEFVX3lxTE50Y3NQS05qaW5nUExHVlR0RWxoY2htcHVvNUpESUt3b0xGWEEwOWRyZzk3U1hvYi1oMEJNTDNTbjlQQTE4Njk5RlJ5cHAxU3VfdU5udGxma203ZWllUXNVS0dZVzNWQkNSQlNkdkplVmZjeDVHdjU5Ng?oc=5,2025-12-02,"AI agents pose immediate threat to smart contract security, Anthropic says &nbsp;&nbsp; The Block",smart contract,2026-03-06 13:42:41
Google News,AI Models Uncover $550.1 Million in Smart Contract Vulnerabilities - ForkLog,https://news.google.com/rss/articles/CBMikwFBVV95cUxNZ1ZRRDVjLVd0dFdvNkpsR0pTS3lxLTF1ZHh1ZU8zQkRBV21XTkRUdVFNNUdmU2lRTEoxbUhzMDVQTHJKZ2huSHFyaHJZRXk4SlVWZ3NyRmRsa2hkZzFOWDJlRFFaY0JWRkdQT2w3TmVfc3ZrOEJ6ZjBtcDdqNHJWYWJlVFB0NFY4X0FPbG5keVg0Z2PSAZgBQVVfeXFMTlhHZjZlTkVrWHJiVWtCa3BCRVpCTndBNXAtSDdPWktDbEN3RjdIcGlORDhzczVTajBCcWRVYUtUUFRHM014VnpzRFZrMXl2cHFsWUliWXo1dV9JWWg0S0FyT1dxcy1ac0NRVVg5WElsb0U1ampucTFUZEllSGdlU2hINEh5Q0hLS1lQdTB4LVZFVTlJY0gwaTg?oc=5,2025-12-02,AI Models Uncover $550.1 Million in Smart Contract Vulnerabilities &nbsp;&nbsp; ForkLog,smart contract,2026-03-06 13:42:41
Google News,Anthropic study says AI agents developed $4.6M in smart contract bugs - TradingView,https://news.google.com/rss/articles/CBMizAFBVV95cUxPTl9OUVd1YjRiQVpsMkRONnc0Z0ZyNmVnTVJrZVlrdTlZMWFZVkRYV1IyNDl5aDRzZEI0NlJDY3ItaGJwMEJxQ0pWRzRZQ2o5YXpKVWZsVF9mRkFrZTZYbm1MS3p2Q2dfb1I2YldNWTdpaFRJallWTlhVbG5NeEFISWF2OFA0OUg3NjNhNkZyd1ZjemlwTGR4T1YzdzNWaTJVVVZnT28yRVZ2cmhNejkwQ3ZXZGlzZUdkbE84cU1uOE5UM2dldlV1d2NuNjY?oc=5,2025-12-02,Anthropic study says AI agents developed $4.6M in smart contract bugs &nbsp;&nbsp; TradingView,smart contract,2026-03-06 13:42:41
Google News,“Scarily fast:” AI agents capable of executing half of blockchain exploits in 2025 - Cybernews,https://news.google.com/rss/articles/CBMihwFBVV95cUxNZ0dGd3lUOHJfcVFYem9aamJlY2MzeldVTFBzaHdWQkU3MzB2S1p1TENUSG0zY25Bbm5qRVlZN3V6SUJFOGpCdXN3RFFvUWl4SHBfRWYzb1R1Z0NDYk1XTnVxYnpibm5OWFlQRUhSWm1rREVmTXB6S2tVaVpTcHc1cWIwRGkycGs?oc=5,2025-12-02,“Scarily fast:” AI agents capable of executing half of blockchain exploits in 2025 &nbsp;&nbsp; Cybernews,exploit,2026-03-06 13:42:41
Google News,Frontier AI Models Demonstrate Human-Level Capability in Smart Contract Exploits - Decrypt,https://news.google.com/rss/articles/CBMiigFBVV95cUxNWDZrLTZkN0tpY0pOQ1U4M09ieFZHNGowZ25YaTkwdWVCb3Z4UFVvVHcyNWY2U21uOHd5TGFqNWdqcWp0dW03MDU0YjJ0VGJyVE0zVl9JbmxMeHloRVZaODJrTFVKVWlKLUcydEVqT3RDaVV4SHRzcFZHTUJTTDViNllNTnQ5aU5aWlHSAZIBQVVfeXFMTUFBb1FXYnFsTWtEQ0JQSTlNTV9icGozU3RJclh2dlE1QmthTDB3TmNqUWRaUmlOemFjMXZsYjFRUF9ReWVrbFhaTzlGc1NfRUpsTkFocklPRTJ4NWNfQmZzU3VDTEZWLWR5a2s4OUhwWDFpMEJHVjlMZmdfaWFqbV9hYmRMQTJZLVVmSldkeFR3WUE?oc=5,2025-12-01,Frontier AI Models Demonstrate Human-Level Capability in Smart Contract Exploits &nbsp;&nbsp; Decrypt,smart contract,2026-03-06 13:42:41
Google News,Yearn Finance Suffers $9 Million Exploit - thedefiant.io,https://news.google.com/rss/articles/CBMif0FVX3lxTE5iS0M5WXRBTUdCbS1PSXJQNWkwYTQwbWdBVDEtempDc3Y0Qy13Vm5HR0xYQnlfMzczeTNoSkNNV2ZLQnQtVWphV0ctdGNoTmdldUgtQ19lWG1WbnJJcGx3MGpRell1R0k0aGc2dmt2cDJpRjNwSGRqMk94UWo2VTg?oc=5,2025-12-01,Yearn Finance Suffers $9 Million Exploit &nbsp;&nbsp; thedefiant.io,exploit,2026-03-06 13:42:41
Google News,"Flash Loan Security: Risks, Exploits & Prevention in DeFi - Outlook India",https://news.google.com/rss/articles/CBMiwwFBVV95cUxOcXFQdnpJd1lEcXROUVZfbmsyX3dxZk9iYlNmZ1pkcV8wSGRHNkQxaVFGZ2RQMWpqVnV5TndOTy1tMEtha2FHN05uMzF0cmwtRWZZRXVPUzdjLVZObmpNaEw1b1VVbG5tR0NXMWRmR2tnUFVFeXc3QzRVSnA0MzRPVUVMQnNzeG1tNlhFYzRobFk5N3BvWlNqOE9zOUpObnV5V2RKdnpWbU5hTHBjaS1HcHhlbU10MjNQVXFJaVFoMHlRb3c?oc=5,2025-11-26,"Flash Loan Security: Risks, Exploits & Prevention in DeFi &nbsp;&nbsp; Outlook India",flash loan,2026-03-06 13:42:49
Google News,Cardano News Today: Vulnerabilities in DeFi Smart Contracts Reveal Underlying Systemic Risks - Bitget,https://news.google.com/rss/articles/CBMiXkFVX3lxTE1xS2pKSFdwempWQ1R3MWxaRUsyTWtwUXFmQTA5ZEhhZC1Da0JNMzFVVlBJVnRpd2pMTmVsSFpiNXB6cXNMQTVVY2w0Y2t1bXByUWdqTXpqdlRYQ3VYNGfSAWNBVV95cUxQREp0MXpGbzJmUEVZcFVDcEFfNDNiS3pFUEdhVTJaMlZfLTVxSUcySmd0QWdGVWV5bkpXZk1aaGE2X0QycTBqelJmc2dPNWV2eFk5VUdzTjdiRzdGYjdoV3RBTk0?oc=5,2025-11-06,Cardano News Today: Vulnerabilities in DeFi Smart Contracts Reveal Underlying Systemic Risks &nbsp;&nbsp; Bitget,smart contract,2026-03-06 13:42:41
Google News,Balancer Data Breach: $116M Hack Exposes Smart Contract Flaw - The Cyber Express,https://news.google.com/rss/articles/CBMiXkFVX3lxTE1VajJWUk5haGxWZWdlN0JpeFByZW1RMFhBRlhTVEpkS21JdEVpSnZ4ZXBHZVExcEFwQzY2bGdtSUJBQ2JJYVNZZldlRHgzdVlEeVg4NDl2NTNqSU9qcUE?oc=5,2025-11-05,Balancer Data Breach: $116M Hack Exposes Smart Contract Flaw &nbsp;&nbsp; The Cyber Express,smart contract,2026-03-06 13:42:38
Google News,How an Attacker Drained $128M from Balancer Through Rounding Error Exploitation - Check Point Research,https://news.google.com/rss/articles/CBMitwFBVV95cUxQcVByb1FtS09iRUlhN2VkRWdmTjd6RUFKVXdjcjVPREs1UDJ2YU1xSmx6T1RrbG1BbTlENTFSTjFoX0hZZU8zNnlVRWdNWmJiUGp5a1FnWHpzZk53ZE55ejZHbVZjYTJZb0NMaGRBVXZrZjEyM2U1eGFYRkV5NVRDOUJZUWNZVVpFRmQyZ3ZWWkJNMklHeTJ0bWZVOFgxbE9ZdWFmMGpwTlJqd0hyNktXcUdUQlNkTW8?oc=5,2025-11-05,How an Attacker Drained $128M from Balancer Through Rounding Error Exploitation &nbsp;&nbsp; Check Point Research,exploit,2026-03-06 13:42:41
Google News,How a Hidden Flaw in Balancer’s Smart Contracts (V2) Led to a $128M Crypto Heist - CCN.com,https://news.google.com/rss/articles/CBMipgFBVV95cUxPU2VWbWdUbHIzTXJhZFRVYU0tdlhKUVVzdy10NjhWcGhWN3JXeVZZTXJYZTdveVdyUzV1ekdpcURIcjZ6a1ljLTNqU0FpTjV2bC1kVklYd0lLT0s2UXI0WHFhdUxsSkppTTN4bllhZldGek1aT3F5SGxzSWdXN1RVeTFhaGlVdGpiRWhSZGxybEZ4M3JvanVfYmU0dW1qWENiMFZmcVlR?oc=5,2025-11-04,How a Hidden Flaw in Balancer’s Smart Contracts (V2) Led to a $128M Crypto Heist &nbsp;&nbsp; CCN.com,smart contract,2026-03-06 13:42:38
Google News,"Comprehensive Analysis of the $128 Million Balancer V2 DeFi Exploit: Attack Vectors, Impact, and Mitigation Steps - Rescana",https://news.google.com/rss/articles/CBMiwwFBVV95cUxNWmMyRnRKZEU3WVNLdWxNR1VrY1ZMU2p5WmZIWEk2UVpGRGFzOEVOenp5b0U2MnFEWEZRckZXSHN6SXVoVUQ0bUlsaEdaNU1kM1dOclpJcHc3TzV4akhNeEllaEdsQTZsNDB6ay01Mk43UGZsd0JvSG5QY2ZyeEF5Xzhzd1ZXSDlFMlMtc0FCN01MOUZZa0RYdzdyVklWQXZuOWVya1lkNmx6cmx0UUMzYTNCdGtTX0hNalBtVzZNZjYwWUU?oc=5,2025-11-04,"Comprehensive Analysis of the $128 Million Balancer V2 DeFi Exploit: Attack Vectors, Impact, and Mitigation Steps &nbsp;&nbsp; Rescana",exploit,2026-03-06 13:42:41
Google News,"Tiny Bug, Huge Loss: $100M+ Balancer Exploit Rocks DeFi - eSecurity Planet",https://news.google.com/rss/articles/CBMilwFBVV95cUxOQTNrSVR6RWRwUTQzSzhTN05UVUdaQWF4cldDTFlwQ1duYkVGdklqTEdLeW53d044M29lcEFrTFdxZkF6dlVlM1FfaWdJZGZYWHFzRW01cmplMEpyUWNxS21PNlh5VFNBcnNDVzhWY2kxYkpPbW1RWW5EQlpBc3hfb2hFbUpNTU1halIzeWJOMWxpdWdzOTNj?oc=5,2025-11-04,"Tiny Bug, Huge Loss: $100M+ Balancer Exploit Rocks DeFi &nbsp;&nbsp; eSecurity Planet",exploit,2026-03-06 13:42:41
Google News,Balancer Exploit Raises Doubts About Smart Contract Audits - FinanceFeeds,https://news.google.com/rss/articles/CBMijAFBVV95cUxNX0VPZzVhaGp0eGxwdTRDeFBQbmc5djF6d3hIeWgzS3pCOXk1OXdVVkJ3R0REUUVrSjRHOUFDWE9XdUZHQ19QaVg2QWJEc0N4VFZNWUlBRE14R29uYjZMNG5CY2xjR1FnRXZfSVNMUEpDU3ZJQnQwMDRfaXd2REVKU0dGekJXcTVpVnlXRg?oc=5,2025-11-04,Balancer Exploit Raises Doubts About Smart Contract Audits &nbsp;&nbsp; FinanceFeeds,smart contract,2026-03-06 13:42:41
Google News,Balancer suffers $128m smart contract exploit despite multiple audits - dlnews.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxQV1pIQkhXOU9pSmR1NFdEOUpFbkg4R19SS2RoQjQwZ3RDT1FuWkpENi1jVVNhSGVmRkpJVFA5MnNfbDlBd3l6Znd6SWlBMlQxUXBYWGhBWUl2TkhFNDJKNDdCWnRwbDVlaXRlUU9sSFF0Q1p3b2xLSFlKakpKcFk0NklkZjVaVWxoUlRPNmZYWl9Tb0RobXc?oc=5,2025-11-03,Balancer suffers $128m smart contract exploit despite multiple audits &nbsp;&nbsp; dlnews.com,smart contract,2026-03-06 13:42:38
Google News,Balancer exploit drains $129M in DeFi disaster - Protos | Informed crypto news,https://news.google.com/rss/articles/CBMihAFBVV95cUxOSzM0bnhNVm1TNDdERW4zYlFIRWJOUnFjVU8zaWdITlQ4TzVJZW96elc5UWh4QUxabU5WZy1RMDN2WHRiYThNY1ZyZUZrLXotSENWZERvaEZzRThhajVxaWdQNmU0eXRCVmlEcmdRV0taaTVETmRTLUlrMnVaNXhLU1FxNmY?oc=5,2025-11-03,Balancer exploit drains $129M in DeFi disaster &nbsp;&nbsp; Protos | Informed crypto news,exploit,2026-03-06 13:42:38
Google News,DeFi protocol Balancer potentially exploited as onchain data shows millions in outflows - The Block,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOUjdLYWRCNkdXRE4wOWpKZnEtYXNfbVItTmxzNkgxaDBwbTBGSkZQZV96ZThLQzY2QmJjX1R0LVBlQV9EYVBzaHNfZGVhbWdyUGJDZVZDR2JuZ1dIS2xQVk1hOVkxVGV2ekU0QTQ5d2pjVk5WNUl2MVhYRm8xTmFobFZBTWtxSTJTVHN0ckFpUUhyalNlVVZVMGg2QlpOaE43T2szNVl5Q0kyLVVrRWtiQjkwc3VrcjZRSmdjZ1dBUDQ?oc=5,2025-11-03,DeFi protocol Balancer potentially exploited as onchain data shows millions in outflows &nbsp;&nbsp; The Block,exploit,2026-03-06 13:42:41
Google News,Crypto Community Divided on DeFi Trust Implications After $128M Balancer Exploit - thedefiant.io,https://news.google.com/rss/articles/CBMitgFBVV95cUxNYl9CVWdYb1B0TXdIVkV2LVFTOU01UW01ZUdJQms0Q0VfdDJMeEgxTlFQLVRDdVlpMEhnTF9MOVcySGQ2SVQzaEJ5bnNmckFtTDh5ZFFveXhPR0JyQW9PSXVsOEZCOEM4clN6cnhqRnF2YjJWTkpwVXgxOWlySktpUGt6MDByNm9hZkdRY1VoTDZqcVlBMTJwWU5KZ1BPenQ3T004SzdHTHdOakszLU5tZENSVnNBZw?oc=5,2025-11-03,Crypto Community Divided on DeFi Trust Implications After $128M Balancer Exploit &nbsp;&nbsp; thedefiant.io,exploit,2026-03-06 13:42:41
Google News,Balancer Hit by Apparent Exploit as $110M in Crypto Moves to New Wallets - Yahoo Finance,https://news.google.com/rss/articles/CBMihwFBVV95cUxPSEFNRnJ4aGJlVW1DcEkzTDREY1JCT1k0Xy00MUFTcEVldm1VQ1BuSGd3dWRUbnNqRFpOME4weHpockdHaDAzT08wbG5meVpqUjRJUGlqckYwYVlOcnBFSlBVQ3NLTTJsYUpVa2JBUmx6d295dXJ3UFhycnZYUEJ1Y3JuLWtRWHc?oc=5,2025-11-03,Balancer Hit by Apparent Exploit as $110M in Crypto Moves to New Wallets &nbsp;&nbsp; Yahoo Finance,exploit,2026-03-06 13:42:41
Google News,Ether Crashes 9% After $100M DeFi Hack Triggers Crypto Selloff - The Tech Buzz,https://news.google.com/rss/articles/CBMimAFBVV95cUxOTHhaSjNOVGRqTEd4cVB1Qko4UUhmSjl1M21YamtvZVVOc3FNNzUtc25pQ21CT0szQjlBdE80Z3U3ZHVneVNDSHJuTEo0aUhPcHZFbnFsUDJMNG5CQW81ZlZXTDgyMGpNU3M4R0R4emdONXkzczl3ZEpFR0tUMU9fYU5GTU9OYzFyc3NBVkNOSzhQRXJkaWpaTg?oc=5,2025-11-03,Ether Crashes 9% After $100M DeFi Hack Triggers Crypto Selloff &nbsp;&nbsp; The Tech Buzz,defi hack,2026-03-06 13:42:43
Google News,"Ether slides below $3,600 after $100 million DeFi hack deepens crypto sell-off - investingLive",https://news.google.com/rss/articles/CBMixAFBVV95cUxNaFBZNUYySDlaRlNHcVhtZk9HcktMMEI1Q3FWUE5PRXl6ellIUC1RY29rcmE0QUFyM25SX2VPUkY5WmlsSElRTGU3c0Iwc3poS0VXX2k1YzQzX0pXcFh6Y19JWEtFYkdxcjlTU1p2RzNoek14alFxRVJSYm1vdjJDTllad1VwbU51YmtZeTNhc0ptMllSZ0t2VTl2NS1KTFRoRUt3ZzRMTy1GdjRmNEZMMlBjUW9jN3pOYS15NWFWRzNHeF9v0gHKAUFVX3lxTE51UTJqSW1mQk11RExPMEJ4bGlyMEZJemgyZmtxdHE2LTZmdlJKckVrZ3R1MVFsSUpjV1V3VXc1OXR0RDZEemo3M0g3YkFYMTR2VENnOS1XMXVheHJXWDZSSVBoOXU0ZDBTWGUtM3l4cFFoeWg3RnJ6TEhqRXNQcF9ZLUFvd242NlBFZ04zbWUxcDRsQW5fTll0X2FFbmxOTDlhNGFsVUhSc3VKRzFIdlRFYnBZTlVYdDVIZEJfcmNvVDZ3OFlGTUFSYUE?oc=5,2025-11-03,"Ether slides below $3,600 after $100 million DeFi hack deepens crypto sell-off &nbsp;&nbsp; investingLive",defi hack,2026-03-06 13:42:43
Google News,"Balancer Loses $128M in DeFi Hack, Exploit Spreads Across Multiple Chains - DailyCoin",https://news.google.com/rss/articles/CBMimgFBVV95cUxOaFBjNldRYkhrNVdpTVhwMGFVVHEtblNEUWxNWFcyczZUbmFpVWY4aExKbkpjR05tVFFvVVZYT1dxYTlKX2IxZ1hGZ2ljVk9sd2Uxdmc2Y1Y3Z1d4SzE3ZFhKX2ZTZEYxa1JXYjdWXzViTDVFVDZfTVdJYkRadEFMbnlSQjNEY3Q4S2dYQW0wR2RuQVl1Um9rTTV3?oc=5,2025-11-03,"Balancer Loses $128M in DeFi Hack, Exploit Spreads Across Multiple Chains &nbsp;&nbsp; DailyCoin",defi hack,2026-03-06 13:42:43
Google News,"Smart Contract Security, Best Practices & Top Risk - OKX",https://news.google.com/rss/articles/CBMib0FVX3lxTE9qR05iOUd2Vk1DYndLajE3dndxQmhyeWtveFdxeGdmYlRkT3pDYk5ZcHYwUlUxcFpnWXZQa0o5dTF3T1hPcnVGX0ZQOEQ3ZTNuV2h5VVRJSzIzT2JoNnNQOWFwX05JZGFhQjlvNkN0dw?oc=5,2025-11-02,"Smart Contract Security, Best Practices & Top Risk &nbsp;&nbsp; OKX",smart contract,2026-03-06 13:42:38
Google News,Mitigating Smart Contract Vulnerabilities: Lessons from Real-World Hacks - TechGraph,https://news.google.com/rss/articles/CBMipAFBVV95cUxNeXhkbmRiWUhRM0gwOGNZYkREVVdneGEwbHpVa3FsZENtMXNvTkVVZ3ZKYy14S0xEemtLWTBvQ25Xazh3MVIzNF8xVHB6dlJUaFRvSTlBVUNOUWJuUDg0cm4tS3NTNXlqUGI5cEwwemZ6eEhlbnRrc0YyMFNVcnZmQTdnbU1rXzBnVXItQ0JTNkdvSDg1bEhqVWVVRldreWxfUEFOdw?oc=5,2025-10-24,Mitigating Smart Contract Vulnerabilities: Lessons from Real-World Hacks &nbsp;&nbsp; TechGraph,smart contract,2026-03-06 13:42:38
Google News,"Crypto Hacks 2025: Full List of Scams, Exchange Exploits & DeFi Vulnerabilities [Updated October] - CCN.com",https://news.google.com/rss/articles/CBMilgFBVV95cUxObkV0YjVISHczRXctVmhZZ3R5cERQWmdSV1haR2NMYXRGTFEwUGNSN2dzUGpKM0I4ck5HT3BvZkNHSFM1R0Ftck8tTUFOSHI5YkVvMUQ5dGpwVmVLbXFJR2tvSEItVUFpbjNNc0VkeFFKVjdaeFdHVlBvZDNud29lREloWGpDdUtoaU5YQ1RFRkRjbTFPRHc?oc=5,2025-10-23,"Crypto Hacks 2025: Full List of Scams, Exchange Exploits & DeFi Vulnerabilities [Updated October] &nbsp;&nbsp; CCN.com",exploit,2026-03-06 13:42:38
Google News,North Korean Hackers Use EtherHiding to Hide Malware Inside Blockchain Smart Contracts - The Hacker News,https://news.google.com/rss/articles/CBMihAFBVV95cUxOeG1nVWFxaDN1X3c3VzFtTGhBVXpjX3lvcUgxRXQwLTdOVndOZUdIbXduelBseF9STUZ0c1pDb196RUowOTNOQ0lvSFV6R1JCVk16NmplVEMtanRxQ2M3M0xLQnlvOXV1TjZfaUppX3dqeUxzam0xQ0JyWW1CbHh6RVNQUE4?oc=5,2025-10-16,North Korean Hackers Use EtherHiding to Hide Malware Inside Blockchain Smart Contracts &nbsp;&nbsp; The Hacker News,smart contract,2026-03-06 13:42:38
Google News,Is Abracadabra Cursed? Third Major DeFi Hack This Year Siphons Another $1.8M - Cryptonews,https://news.google.com/rss/articles/CBMipgFBVV95cUxQOWVBbEFwRF9ibHNwX0VpblhBUlkxZV9mbmN2SU12c3hKRTZKdXgzOFBUMm1qZWtEWmpzbzhDUnVpNXh1ck9kbFl4MjhKdENWVzdVY3JfdEh1QmFjRTlXdnJVRFdXb25hX3Q3dVZEY01tVXdmNEpGVkRCbTRTeDlfRFNqOHpfV3dKemQxdWE2ZHVFbnRwQ0U1aFVtMDFqNTV4T2Q2WFhn?oc=5,2025-10-06,Is Abracadabra Cursed? Third Major DeFi Hack This Year Siphons Another $1.8M &nbsp;&nbsp; Cryptonews,defi hack,2026-03-06 13:42:43
